age,workclass,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income,predictions
51,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K,>50K
60,,10,Married-civ-spouse,,Husband,White,Male,0,0,12,United-States,>50K,<=50K
29,Private,9,Married-civ-spouse,Other-service,Wife,White,Female,4386,0,40,United-States,>50K,<=50K
27,Private,13,Never-married,Tech-support,Own-child,White,Male,0,0,50,United-States,<=50K,>50K
44,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K,>50K
26,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K,<=50K
43,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,80,United-States,>50K,<=50K
44,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,>50K
40,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K,>50K
35,Private,11,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,>50K,<=50K
37,Private,13,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,0,0,30,United-States,>50K,<=50K
37,Private,11,Divorced,Sales,Not-in-family,White,Male,0,0,45,United-States,>50K,<=50K
55,Private,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,United-States,>50K,<=50K
25,Private,12,Never-married,Tech-support,Not-in-family,White,Male,0,0,30,United-States,<=50K,>50K
25,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,43,United-States,<=50K,>50K
50,,9,Married-civ-spouse,,Husband,White,Male,0,0,55,United-States,>50K,<=50K
53,Local-gov,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,>50K,<=50K
29,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,<=50K
79,Self-emp-inc,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,20,United-States,>50K,<=50K
51,Private,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K,>50K
30,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States,<=50K,>50K
60,,3,Married-civ-spouse,,Husband,White,Male,0,0,30,United-States,>50K,<=50K
39,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K,<=50K
58,Self-emp-not-inc,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K,<=50K
57,Private,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,>50K
35,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,>50K
67,Self-emp-inc,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,>50K
33,Self-emp-not-inc,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,>50K,<=50K
31,Private,9,Married-civ-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,>50K,<=50K
28,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K,>50K
63,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,>50K
38,Private,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,55,United-States,>50K,<=50K
40,Private,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K,>50K
47,Private,9,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,40,United-States,<=50K,>50K
52,State-gov,14,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,4787,0,44,United-States,>50K,<=50K
61,Private,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,25,United-States,<=50K,>50K
43,State-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,>50K
41,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K,>50K
40,Private,11,Married-civ-spouse,Tech-support,Husband,White,Male,4386,0,40,United-States,<=50K,>50K
28,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,<=50K,>50K
63,Private,7,Married-civ-spouse,Protective-serv,Husband,White,Male,4386,0,37,United-States,>50K,<=50K
41,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,46,United-States,>50K,<=50K
23,Private,9,Never-married,Tech-support,Other-relative,Asian-Pac-Islander,Male,0,0,40,Vietnam,<=50K,>50K
47,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,United-States,<=50K,>50K
58,State-gov,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,>50K,<=50K
45,Private,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K,<=50K
34,Private,9,Never-married,Handlers-cleaners,Unmarried,White,Female,7443,0,35,United-States,<=50K,>50K
53,Private,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,60,United-States,>50K,<=50K
58,Federal-gov,13,Separated,Prof-specialty,Not-in-family,White,Male,4787,0,40,United-States,>50K,<=50K
34,Private,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,>50K,<=50K
38,Private,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,,<=50K,>50K
30,Private,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,60,United-States,>50K,<=50K
74,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,30,United-States,>50K,<=50K
44,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,>50K,<=50K
35,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K,>50K
38,Private,10,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,0,0,50,United-States,>50K,<=50K
39,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,42,United-States,>50K,<=50K
26,Local-gov,13,Never-married,Tech-support,Own-child,White,Male,0,0,40,United-States,<=50K,>50K
45,Local-gov,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,78,United-States,>50K,<=50K
44,Local-gov,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,<=50K
26,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,52,United-States,>50K,<=50K
39,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,>50K,<=50K
30,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,56,United-States,>50K,<=50K
53,Private,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,Japan,<=50K,>50K
28,Private,9,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K,>50K
29,Private,14,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,0,40,Hong,>50K,<=50K
46,Private,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K,>50K
33,Private,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,,<=50K,>50K
55,Private,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K,>50K
33,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K,<=50K
32,Self-emp-not-inc,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,70,United-States,>50K,<=50K
32,Private,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,>50K,<=50K
32,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K,>50K
57,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,<=50K
54,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,<=50K
64,Federal-gov,12,Separated,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,>50K,<=50K
30,Private,10,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,0,5,United-States,>50K,<=50K
38,Private,14,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,72,,>50K,<=50K
34,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,<=50K,>50K
49,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,<=50K
44,Private,12,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,>50K,<=50K
34,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,43,United-States,>50K,<=50K
25,Private,13,Never-married,Tech-support,Unmarried,White,Male,0,0,40,United-States,<=50K,>50K
22,Private,9,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K,>50K
30,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,>50K,<=50K
32,Private,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States,<=50K,>50K
50,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,>50K
44,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,56,United-States,>50K,<=50K
51,Self-emp-not-inc,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,8,Puerto-Rico,>50K,<=50K
40,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,>50K
33,Private,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,<=50K
31,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,<=50K
37,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K,<=50K
38,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K,<=50K
43,Private,10,Never-married,Adm-clerical,Unmarried,White,Male,0,0,48,United-States,>50K,<=50K
46,Private,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K,<=50K
61,Local-gov,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,>50K,<=50K
52,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,>50K
63,Self-emp-not-inc,14,Married-civ-spouse,Farming-fishing,Husband,White,Male,41310,0,50,United-States,<=50K,>50K
55,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,24,United-States,>50K,<=50K
41,State-gov,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K,>50K
56,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3103,0,40,United-States,>50K,<=50K
34,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,20,United-States,>50K,<=50K
40,Private,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K,<=50K
44,Private,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,1564,55,England,>50K,<=50K
67,,14,Married-civ-spouse,,Husband,Black,Male,0,0,40,United-States,>50K,<=50K
43,State-gov,15,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,40,United-States,<=50K,>50K
30,Private,10,Married-civ-spouse,Tech-support,Wife,Black,Female,0,0,45,United-States,<=50K,>50K
36,Local-gov,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,56,United-States,>50K,<=50K
51,Private,7,Married-civ-spouse,Sales,Husband,White,Male,4386,0,30,United-States,>50K,<=50K
35,Local-gov,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States,>50K,<=50K
35,Private,13,Widowed,Prof-specialty,Unmarried,White,Female,0,0,32,United-States,>50K,<=50K
46,Self-emp-not-inc,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,>50K,<=50K
33,State-gov,10,Separated,Tech-support,Not-in-family,White,Male,0,0,12,United-States,<=50K,>50K
46,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K,>50K
52,Private,11,Married-civ-spouse,Tech-support,Husband,White,Male,5013,0,40,United-States,<=50K,>50K
38,Self-emp-not-inc,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,24,United-States,>50K,<=50K
39,Private,13,Separated,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,0,0,40,Philippines,>50K,<=50K
39,Private,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States,>50K,<=50K
61,,9,Married-civ-spouse,,Husband,White,Male,3103,0,40,United-States,>50K,<=50K
36,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,>50K
37,Private,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,>50K,<=50K
42,Local-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1485,40,United-States,<=50K,>50K
65,,11,Married-civ-spouse,,Husband,White,Male,0,0,50,United-States,>50K,<=50K
66,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K,>50K
43,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,35,United-States,<=50K,>50K
47,Private,9,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States,>50K,<=50K
28,Federal-gov,13,Never-married,Tech-support,Not-in-family,Black,Female,0,0,40,United-States,<=50K,>50K
37,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,<=50K
47,Private,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,48,United-States,<=50K,>50K
62,Self-emp-not-inc,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,>50K,<=50K
35,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K,<=50K
65,,9,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,>50K,<=50K
40,Private,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,24,United-States,>50K,<=50K
47,Private,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,>50K
32,Private,11,Widowed,Tech-support,Unmarried,Black,Female,0,0,40,United-States,<=50K,>50K
44,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,<=50K,>50K
33,Private,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,>50K,<=50K
34,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,>50K,<=50K
39,,13,Married-civ-spouse,,Wife,White,Female,0,0,30,United-States,<=50K,>50K
58,Private,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,<=50K
34,Private,13,Divorced,Sales,Not-in-family,White,Female,0,0,50,United-States,>50K,<=50K
56,Private,11,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,>50K,<=50K
55,Local-gov,13,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,>50K,<=50K
32,Private,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,India,<=50K,>50K
44,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,>50K,<=50K
38,Self-emp-not-inc,4,Married-civ-spouse,Sales,Husband,White,Male,0,0,35,United-States,>50K,<=50K
50,Private,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,>50K,<=50K
40,Self-emp-not-inc,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,England,<=50K,>50K
51,Private,13,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,0,0,50,United-States,<=50K,>50K
45,Local-gov,13,Divorced,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,>50K,<=50K
55,Self-emp-inc,9,Divorced,Sales,Unmarried,White,Female,0,0,50,United-States,>50K,<=50K
56,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,>50K,<=50K
34,Private,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K,>50K
28,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,>50K
52,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,>50K,<=50K
52,Private,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,>50K
34,Private,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,>50K
31,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K,>50K
45,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,40,United-States,<=50K,>50K
29,Private,8,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K,>50K
48,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,<=50K
54,Private,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,>50K,<=50K
27,Private,9,Married-AF-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,<=50K
19,Private,9,Never-married,Tech-support,Own-child,White,Male,0,0,40,United-States,<=50K,>50K
45,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,44,United-States,>50K,<=50K
24,Private,13,Never-married,Tech-support,Own-child,White,Male,0,0,40,United-States,<=50K,>50K
43,Local-gov,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,<=50K
26,Private,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,58,United-States,>50K,<=50K
38,Private,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K,<=50K
60,Private,3,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,,>50K,<=50K
24,Local-gov,9,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K,>50K
35,Private,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K,>50K
49,Self-emp-not-inc,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,30,United-States,>50K,<=50K
39,Private,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,>50K,<=50K
46,Self-emp-not-inc,13,Divorced,Other-service,Unmarried,Asian-Pac-Islander,Female,0,0,60,South,>50K,<=50K
64,Self-emp-not-inc,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,25,United-States,>50K,<=50K
30,Private,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,60,United-States,>50K,<=50K
48,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,55,United-States,>50K,<=50K
40,Private,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K,>50K
36,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K,>50K
66,,13,Married-civ-spouse,,Husband,White,Male,6767,0,20,United-States,<=50K,>50K
29,Private,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K,>50K
59,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,<=50K
40,State-gov,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,<=50K
28,Private,10,Never-married,Tech-support,Not-in-family,White,Male,0,0,54,United-States,<=50K,>50K
65,Private,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K,>50K
35,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,,>50K,<=50K
32,Self-emp-inc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,>50K
52,Federal-gov,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,>50K
61,,13,Married-civ-spouse,,Husband,White,Male,0,0,55,United-States,<=50K,>50K
24,Private,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,20,United-States,<=50K,>50K
40,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,0,0,40,United-States,>50K,<=50K
24,Private,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,37,United-States,<=50K,>50K
27,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,>50K
38,Federal-gov,10,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,>50K,<=50K
48,Private,13,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,>50K,<=50K
40,Self-emp-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K,>50K
48,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K,>50K
25,Private,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,>50K,<=50K
50,Private,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,38,United-States,>50K,<=50K
43,State-gov,10,Divorced,Adm-clerical,Not-in-family,Black,Male,0,0,50,United-States,>50K,<=50K
49,Private,14,Divorced,Exec-managerial,Unmarried,White,Male,0,1755,45,United-States,>50K,<=50K
37,Private,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K,>50K
34,Private,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,>50K,<=50K
26,Private,13,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,>50K,<=50K
33,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,84,Taiwan,>50K,<=50K
44,Private,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,>50K
31,Self-emp-not-inc,13,Divorced,Exec-managerial,Unmarried,White,Male,0,0,60,United-States,>50K,<=50K
34,Private,13,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,>50K,<=50K
46,Private,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,35,United-States,<=50K,>50K
23,Private,13,Never-married,Tech-support,Own-child,White,Female,3325,0,40,United-States,<=50K,>50K
31,Private,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States,>50K,<=50K
64,Self-emp-not-inc,6,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,10,United-States,>50K,<=50K
63,Self-emp-not-inc,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,>50K,<=50K
58,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K,>50K
58,Local-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,>50K
52,Federal-gov,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K,<=50K
49,Private,14,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,75,United-States,<=50K,>50K
52,Private,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K,<=50K
44,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K,>50K
38,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,>50K
57,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,>50K,<=50K
49,Local-gov,10,Divorced,Exec-managerial,Unmarried,White,Male,0,0,48,United-States,>50K,<=50K
37,Self-emp-not-inc,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K,>50K
34,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Iran,>50K,<=50K
40,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K,<=50K
56,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K,>50K
36,Local-gov,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,57,United-States,>50K,<=50K
52,Private,16,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,>50K,<=50K
54,Private,6,Separated,Transport-moving,Unmarried,Black,Male,0,0,45,United-States,>50K,<=50K
24,Private,13,Married-AF-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K,<=50K
50,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,India,<=50K,>50K
50,State-gov,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,48,United-States,>50K,<=50K
32,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K,<=50K
41,Private,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,>50K,<=50K
58,Private,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,United-States,>50K,<=50K
48,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4386,0,40,United-States,>50K,<=50K
51,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,>50K
69,,9,Divorced,,Not-in-family,White,Female,0,0,40,United-States,>50K,<=50K
62,,10,Married-civ-spouse,,Husband,Black,Male,0,0,35,United-States,>50K,<=50K
37,Private,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,48,United-States,>50K,<=50K
44,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,>50K,<=50K
44,Private,13,Married-civ-spouse,Exec-managerial,Husband,Other,Male,0,0,40,Puerto-Rico,<=50K,>50K
36,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K,>50K
32,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K,<=50K
77,Private,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,>50K
31,Private,10,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,1485,55,,>50K,<=50K
50,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,>50K,<=50K
44,Federal-gov,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,<=50K
42,Private,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K,>50K
36,Local-gov,11,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,>50K,<=50K
33,Private,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,46,United-States,>50K,<=50K
33,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K,>50K
41,Private,10,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,United-States,>50K,<=50K
41,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,<=50K
39,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K,>50K
36,Federal-gov,10,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States,>50K,<=50K
50,Private,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,>50K,<=50K
50,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,>50K,<=50K
74,Self-emp-not-inc,16,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,0,0,25,United-States,>50K,<=50K
